Service, Sub-service, Path (relative from the Azure root folder: https://github.com/Azure/azure-rest-api-specs/tree/main/)
Microsoft.Cdn, cdnwebapplicationfirewall, specification/cdn/resource-manager/Microsoft.Cdn/stable/2020-09-01/cdnwebapplicationfirewall.json
Microsoft.Cdn, cdn, specification/cdn/resource-manager/Microsoft.Cdn/stable/2020-09-01/cdn.json
Microsoft.TimeSeriesInsights, timeseriesinsights, specification/timeseriesinsights/resource-manager/Microsoft.TimeSeriesInsights/stable/2020-05-15/timeseriesinsights.json
Microsoft.Compute, runCommands, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/runCommands.json
Microsoft.Compute, communityGallery, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/communityGallery.json
Microsoft.Compute, gallery, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/gallery.json
Microsoft.Compute, skus, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/skus.json
Microsoft.Compute, sharedGallery, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/sharedGallery.json
Microsoft.Compute, compute, specification/compute/resource-manager/Microsoft.Compute/stable/2021-07-01/compute.json
Microsoft.ContainerService, containerService, specification/compute/resource-manager/Microsoft.ContainerService/stable/2017-01-31/containerService.json
Microsoft.Support, support, specification/support/resource-manager/Microsoft.Support/stable/2020-04-01/support.json
Microsoft.ServiceFabric, cluster, specification/servicefabric/resource-manager/Microsoft.ServiceFabric/stable/2021-06-01/cluster.json
Microsoft.ServiceFabric, application, specification/servicefabric/resource-manager/Microsoft.ServiceFabric/stable/2021-06-01/application.json
Microsoft.DevSpaces, devspaces, specification/devspaces/resource-manager/Microsoft.DevSpaces/stable/2019-04-01/devspaces.json
Microsoft.CustomerInsights, customer-insights, specification/customer-insights/resource-manager/Microsoft.CustomerInsights/stable/2017-04-26/customer-insights.json
Microsoft.PowerBIdedicated, autoScaleVCores, specification/powerbidedicated/resource-manager/Microsoft.PowerBIdedicated/stable/2021-01-01/autoScaleVCores.json
Microsoft.PowerBIdedicated, powerbidedicated, specification/powerbidedicated/resource-manager/Microsoft.PowerBIdedicated/stable/2021-01-01/powerbidedicated.json
Microsoft.HDInsight, locations, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/locations.json
Microsoft.HDInsight, scriptActions, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/scriptActions.json
Microsoft.HDInsight, virtualMachines, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/virtualMachines.json
Microsoft.HDInsight, extensions, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/extensions.json
Microsoft.HDInsight, cluster, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/cluster.json
Microsoft.HDInsight, privateLinkResources, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/privateLinkResources.json
Microsoft.HDInsight, privateEndpointConnections, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/privateEndpointConnections.json
Microsoft.HDInsight, applications, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/applications.json
Microsoft.HDInsight, operations, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/operations.json
Microsoft.HDInsight, configurations, specification/hdinsight/resource-manager/Microsoft.HDInsight/stable/2021-06-01/configurations.json
Microsoft.Batch, BatchManagement, specification/batch/resource-manager/Microsoft.Batch/stable/2021-06-01/BatchManagement.json
Microsoft.ServiceFabric, nodetype, specification/servicefabricmanagedclusters/resource-manager/Microsoft.ServiceFabric/stable/2021-05-01/nodetype.json
Microsoft.ServiceFabric, managedapplication, specification/servicefabricmanagedclusters/resource-manager/Microsoft.ServiceFabric/stable/2021-05-01/managedapplication.json
Microsoft.ServiceFabric, managedcluster, specification/servicefabricmanagedclusters/resource-manager/Microsoft.ServiceFabric/stable/2021-05-01/managedcluster.json
Microsoft.DataLakeAnalytics, account, specification/datalake-analytics/resource-manager/Microsoft.DataLakeAnalytics/stable/2016-11-01/account.json
Microsoft.DBforMySQL, mysql, specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2021-05-01/mysql.json
Microsoft.ChangeAnalysis, changeanalysis, specification/changeanalysis/resource-manager/Microsoft.ChangeAnalysis/stable/2021-04-01/changeanalysis.json
Microsoft.Purview, purview, specification/purview/resource-manager/Microsoft.Purview/stable/2021-07-01/purview.json
Microsoft.Datadog, datadog, specification/datadog/resource-manager/Microsoft.Datadog/stable/2021-03-01/datadog.json
Microsoft.Kubernetes, connectedClusters, specification/hybridkubernetes/resource-manager/Microsoft.Kubernetes/stable/2021-10-01/connectedClusters.json
Microsoft.ProviderHub, providerhub, specification/providerhub/resource-manager/Microsoft.ProviderHub/stable/2020-11-20/providerhub.json
Microsoft.Attestation, attestation, specification/attestation/resource-manager/Microsoft.Attestation/stable/2020-10-01/attestation.json
Microsoft.KubernetesConfiguration, extensions, specification/kubernetesconfiguration/resource-manager/Microsoft.KubernetesConfiguration/stable/2021-09-01/extensions.json
Microsoft.EventGrid, EventGrid, specification/eventgrid/resource-manager/Microsoft.EventGrid/stable/2021-12-01/EventGrid.json
Microsoft.StorSimple, storsimple, specification/storsimple8000series/resource-manager/Microsoft.StorSimple/stable/2017-06-01/storsimple.json
Microsoft.StreamAnalytics, transformations, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/transformations.json
Microsoft.StreamAnalytics, privateEndpoints, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/privateEndpoints.json
Microsoft.StreamAnalytics, streamingjobs, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/streamingjobs.json
Microsoft.StreamAnalytics, outputs, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/outputs.json
Microsoft.StreamAnalytics, subscriptions, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/subscriptions.json
Microsoft.StreamAnalytics, inputs, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/inputs.json
Microsoft.StreamAnalytics, clusters, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/clusters.json
Microsoft.StreamAnalytics, functions, specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/functions.json
Microsoft.SecurityInsights, ThreatIntelligence, specification/securityinsights/resource-manager/Microsoft.SecurityInsights/stable/2021-04-01/ThreatIntelligence.json
Microsoft.SecurityInsights, Watchlists, specification/securityinsights/resource-manager/Microsoft.SecurityInsights/stable/2021-04-01/Watchlists.json
Microsoft.SecurityInsights, Incidents, specification/securityinsights/resource-manager/Microsoft.SecurityInsights/stable/2021-04-01/Incidents.json
Microsoft.SecurityInsights, operations, specification/securityinsights/resource-manager/Microsoft.SecurityInsights/stable/2021-04-01/operations.json
Microsoft.HybridNetwork, vendorNetworkFunction, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/vendorNetworkFunction.json
Microsoft.HybridNetwork, vendor, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/vendor.json
Microsoft.HybridNetwork, common, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/common.json
Microsoft.HybridNetwork, device, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/device.json
Microsoft.HybridNetwork, networkFunction, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/networkFunction.json
Microsoft.HybridNetwork, operation, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/operation.json
Microsoft.HybridNetwork, networkFunctionVendor, specification/hybridnetwork/resource-manager/Microsoft.HybridNetwork/stable/2021-05-01/networkFunctionVendor.json
Microsoft.AzureStackHCI, extensions, specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/stable/2021-09-01/extensions.json
Microsoft.AzureStackHCI, clusters, specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/stable/2021-09-01/clusters.json
Microsoft.AzureStackHCI, operations, specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/stable/2021-09-01/operations.json
Microsoft.AzureStackHCI, arcSettings, specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/stable/2021-09-01/arcSettings.json
Microsoft.Media, AssetsAndAssetFilters, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/AssetsAndAssetFilters.json
Microsoft.Media, StreamingPoliciesAndStreamingLocators, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/StreamingPoliciesAndStreamingLocators.json
Microsoft.Media, streamingservice, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/streamingservice.json
Microsoft.Media, Encoding, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/Encoding.json
Microsoft.Media, AccountFilters, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/AccountFilters.json
Microsoft.Media, ContentKeyPolicies, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/ContentKeyPolicies.json
Microsoft.Media, Accounts, specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/Accounts.json
Microsoft.DataBox, databox, specification/databox/resource-manager/Microsoft.DataBox/stable/2021-05-01/databox.json
Microsoft.ADHybridHealthService, ADHybridHealthService, specification/adhybridhealthservice/resource-manager/Microsoft.ADHybridHealthService/stable/2014-01-01/ADHybridHealthService.json
Microsoft.Maintenance, Maintenance, specification/maintenance/resource-manager/Microsoft.Maintenance/stable/2021-05-01/Maintenance.json
Microsoft.RedHatOpenShift, redhatopenshift, specification/redhatopenshift/resource-manager/Microsoft.RedHatOpenShift/stable/2020-04-30/redhatopenshift.json
Microsoft.MixedReality, proxy, specification/mixedreality/resource-manager/Microsoft.MixedReality/stable/2021-01-01/proxy.json
Microsoft.MixedReality, common, specification/mixedreality/resource-manager/Microsoft.MixedReality/stable/2021-01-01/common.json
Microsoft.MixedReality, spatial-anchors, specification/mixedreality/resource-manager/Microsoft.MixedReality/stable/2021-01-01/spatial-anchors.json
Microsoft.MixedReality, remote-rendering, specification/mixedreality/resource-manager/Microsoft.MixedReality/stable/2021-01-01/remote-rendering.json
Microsoft.Automation, account, specification/automation/resource-manager/Microsoft.Automation/stable/2021-06-22/account.json
Microsoft.Automation, hybridRunbookWorkerGroup, specification/automation/resource-manager/Microsoft.Automation/stable/2021-06-22/hybridRunbookWorkerGroup.json
Microsoft.Automation, hybridRunbookWorker, specification/automation/resource-manager/Microsoft.Automation/stable/2021-06-22/hybridRunbookWorker.json
Microsoft.Automation, operations, specification/automation/resource-manager/Microsoft.Automation/stable/2021-06-22/operations.json
Microsoft.DataLakeStore, account, specification/datalake-store/resource-manager/Microsoft.DataLakeStore/stable/2016-11-01/account.json
Microsoft.Quota, quota, specification/quota/resource-manager/Microsoft.Quota/stable/2021-03-15/quota.json
Microsoft.IoTCentral, iotcentral, specification/iotcentral/resource-manager/Microsoft.IoTCentral/stable/2021-06-01/iotcentral.json
Microsoft.Communication, CommunicationService, specification/communication/resource-manager/Microsoft.Communication/stable/2020-08-20/CommunicationService.json
Microsoft.WindowsIoT, WindowsIotServices, specification/windowsiot/resource-manager/Microsoft.WindowsIoT/stable/2019-06-01/WindowsIotServices.json
Microsoft.Relay, relay, specification/relay/resource-manager/Microsoft.Relay/stable/2017-04-01/relay.json
Microsoft.MarketplaceNotifications, MarketplaceNotifications, specification/marketplacenotifications/resource-manager/Microsoft.MarketplaceNotifications/stable/2021-03-03/MarketplaceNotifications.json
Microsoft.OperationalInsights, Tables, specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2021-06-01/Tables.json
Microsoft.OperationalInsights, Workspaces, specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2021-06-01/Workspaces.json
Microsoft.OperationalInsights, Clusters, specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2021-06-01/Clusters.json
Microsoft.BotService, botservice, specification/botservice/resource-manager/Microsoft.BotService/stable/2021-03-01/botservice.json
Microsoft.Authorization, authorization-RoleDefinitionsCalls, specification/authorization/resource-manager/Microsoft.Authorization/stable/2015-07-01/authorization-RoleDefinitionsCalls.json
Microsoft.Authorization, authorization-ElevateAccessCalls, specification/authorization/resource-manager/Microsoft.Authorization/stable/2015-07-01/authorization-ElevateAccessCalls.json
Microsoft.Authorization, authorization-ClassicAdminCalls, specification/authorization/resource-manager/Microsoft.Authorization/stable/2015-07-01/authorization-ClassicAdminCalls.json
Microsoft.Authorization, authorization-RoleAssignmentsCalls, specification/authorization/resource-manager/Microsoft.Authorization/stable/2015-07-01/authorization-RoleAssignmentsCalls.json
Microsoft.Authorization, authorization-ProviderOperationsCalls, specification/authorization/resource-manager/Microsoft.Authorization/stable/2015-07-01/authorization-ProviderOperationsCalls.json
Microsoft.Network, dns, specification/dns/resource-manager/Microsoft.Network/stable/2018-05-01/dns.json
Microsoft.CognitiveServices, cognitiveservices, specification/cognitiveservices/resource-manager/Microsoft.CognitiveServices/stable/2021-10-01/cognitiveservices.json
Microsoft.RecoveryServices, vaults, specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/stable/2021-08-01/vaults.json
Microsoft.RecoveryServices, registeredidentities, specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/stable/2021-08-01/registeredidentities.json
Microsoft.RecoveryServices, vaultusages, specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/stable/2021-08-01/vaultusages.json
Microsoft.RecoveryServices, replicationusages, specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/stable/2021-08-01/replicationusages.json
Microsoft.EdgeOrder, edgeorder, specification/edgeorder/resource-manager/Microsoft.EdgeOrder/stable/2021-12-01/edgeorder.json
Microsoft.Synapse, integrationRuntime, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/integrationRuntime.json
Microsoft.Synapse, workspace, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/workspace.json
Microsoft.Synapse, checkNameAvailability, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/checkNameAvailability.json
Microsoft.Synapse, azureADOnlyAuthentication, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/azureADOnlyAuthentication.json
Microsoft.Synapse, sqlPool, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/sqlPool.json
Microsoft.Synapse, library, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/library.json
Microsoft.Synapse, keys, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/keys.json
Microsoft.Synapse, privateLinkResources, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/privateLinkResources.json
Microsoft.Synapse, privatelinkhub, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/privatelinkhub.json
Microsoft.Synapse, privateEndpointConnections, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/privateEndpointConnections.json
Microsoft.Synapse, sqlServer, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/sqlServer.json
Microsoft.Synapse, firewallRule, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/firewallRule.json
Microsoft.Synapse, bigDataPool, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/bigDataPool.json
Microsoft.Synapse, operations, specification/synapse/resource-manager/Microsoft.Synapse/stable/2021-06-01/operations.json
Microsoft.DataCatalog, datacatalog, specification/datacatalog/resource-manager/Microsoft.DataCatalog/stable/2016-03-30/datacatalog.json
Microsoft.Portal, CloudShell, specification/cloudshell/resource-manager/Microsoft.Portal/stable/2018-10-01/CloudShell.json
Microsoft.HybridData, hybriddata, specification/hybriddatamanager/resource-manager/Microsoft.HybridData/stable/2019-06-01/hybriddata.json
Microsoft.SoftwarePlan, softwareplan, specification/softwareplan/resource-manager/Microsoft.SoftwarePlan/stable/2019-12-01/softwareplan.json
Microsoft.DesktopVirtualization, desktopvirtualization, specification/desktopvirtualization/resource-manager/Microsoft.DesktopVirtualization/stable/2021-07-12/desktopvirtualization.json
Microsoft.Billing, types, specification/billing/resource-manager/Microsoft.Billing/stable/2021-10-01/types.json
Microsoft.Billing, billingSubscription, specification/billing/resource-manager/Microsoft.Billing/stable/2021-10-01/billingSubscription.json
Microsoft.Billing, payment, specification/billing/resource-manager/Microsoft.Billing/stable/2021-10-01/payment.json
Microsoft.AzureStack, CustomerSubscription, specification/azurestack/resource-manager/Microsoft.AzureStack/stable/2017-06-01/CustomerSubscription.json
Microsoft.AzureStack, Registration, specification/azurestack/resource-manager/Microsoft.AzureStack/stable/2017-06-01/Registration.json
Microsoft.AzureStack, Product, specification/azurestack/resource-manager/Microsoft.AzureStack/stable/2017-06-01/Product.json
Microsoft.AzureStack, AzureStack, specification/azurestack/resource-manager/Microsoft.AzureStack/stable/2017-06-01/AzureStack.json
Microsoft.AppPlatform, appplatform, specification/appplatform/resource-manager/Microsoft.AppPlatform/stable/2020-07-01/appplatform.json
Microsoft.CostManagement, costmanagement.exports, specification/cost-management/resource-manager/Microsoft.CostManagement/stable/2021-10-01/costmanagement.exports.json
Microsoft.CostManagement, costmanagement.generatedetailedcostreport, specification/cost-management/resource-manager/Microsoft.CostManagement/stable/2021-10-01/costmanagement.generatedetailedcostreport.json
Microsoft.CostManagement, costmanagement, specification/cost-management/resource-manager/Microsoft.CostManagement/stable/2021-10-01/costmanagement.json
Microsoft.Kusto, kusto, specification/azure-kusto/resource-manager/Microsoft.Kusto/stable/2021-08-27/kusto.json
Microsoft.AVS, vmware, specification/vmware/resource-manager/Microsoft.AVS/stable/2021-12-01/vmware.json
Microsoft.Sql, capabilities, specification/sql/resource-manager/Microsoft.Sql/stable/2015-05-01/capabilities.json
Microsoft.Sql, usages, specification/sql/resource-manager/Microsoft.Sql/stable/2015-05-01/usages.json
